clip_id,frame,time_sec,is_contact_frame,video_name,event_id,camera_angle,target_zone,gk_guessed,outcome,foot_used,kicking_leg,kick_knee_angle,supp_knee_angle,kick_ankle_angle,supp_ankle_angle,kick_hip_angle,left_elbow_angle,right_elbow_angle,kick_angular_vel,kick_angular_accel,kick_foot_speed_ms,running_speed_kmh,trunk_inclination,lateral_trunk_lean,torso_torsion_angle,mean_visibility_score,kick_hip_angular_vel,kick_ankle_angular_vel,support_foot_x,support_foot_y
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,0,0.0,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,174.1758,156.6181,,147.2896,165.4555,,147.8623,-277.9396,3799.7913,3.4388,2.7525,15.1862,15.1862,4.9491,0.7295,-127.4532,,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,1,0.04,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,163.0582,157.039,177.5942,154.1687,160.3574,,121.2906,-125.948,2506.3515,3.4388,2.7525,14.8282,14.8282,1.6391,0.7352,-80.2591,-55.5998,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,2,0.08,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,164.1,154.0944,173.1462,131.593,159.0348,,128.794,-77.4315,-1630.3039,2.4571,3.6825,17.9057,17.9057,0.1713,0.7331,-108.4658,-152.1526,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,3,0.12,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,156.8637,152.7839,165.422,125.0125,151.6801,,148.9831,-256.3723,-2934.7324,1.5576,0.2652,20.7422,20.7422,1.3284,0.7296,-189.0326,-60.0487,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,4,0.16,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,143.5902,156.701,168.3423,120.5405,143.9122,,132.1083,-312.2101,6781.3635,2.3493,0.813,21.9053,21.9053,0.8006,0.7282,-127.5198,-80.345,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,5,0.2,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,131.8869,163.328,158.9944,153.6788,141.4785,,119.2567,286.1368,6591.9495,2.308,1.4413,22.5193,22.5193,4.2636,0.7272,-43.203,-440.6178,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,6,0.24,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,166.4811,159.1073,133.0929,141.608,140.4559,,78.3855,215.1459,-4311.0418,4.0665,0.601,21.8476,21.8475,0.2176,0.741,-106.6179,203.4233,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,7,0.28,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,149.0986,155.7916,175.2682,144.6481,132.9491,137.5822,57.717,-58.7465,321.8055,3.4527,1.2874,21.6273,21.6273,0.97,0.7562,-81.9513,407.5951,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,8,0.32,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,161.7814,169.1999,165.7005,159.1,133.8998,136.3377,29.2967,240.8903,2465.9228,5.6164,0.368,19.9886,19.9886,5.8434,0.7654,115.23,24.651,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,9,0.36,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,168.3698,177.3419,177.2403,153.4679,142.1675,134.834,15.4617,138.5273,-1898.0908,1.7762,0.7645,19.3949,19.3949,7.7476,0.7717,256.5508,6.1543,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,10,0.4,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,172.8636,177.1315,,160.4758,154.4239,136.1979,11.4814,89.043,-1575.1743,3.0737,0.267,18.004,18.004,9.8524,0.7713,338.4689,,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,11,0.44,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,175.4932,171.8748,155.1454,177.1529,169.245,92.4366,,12.5134,-1478.9891,4.1906,6.8798,14.4996,14.4995,9.8584,0.7403,292.0376,6.6009,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,12,0.48,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,173.8647,162.0033,166.7209,168.622,177.7869,83.938,159.3259,-29.2761,-256.5169,2.6963,0.3018,12.9677,12.9677,9.1672,0.7333,26.6946,171.6156,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,13,0.52,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,,141.0329,168.8746,159.9574,,133.3296,173.5925,,,2.4752,0.541,12.7313,12.7313,10.6203,0.7423,,-33.3742,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,14,0.56,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,172.4376,114.4109,164.051,140.6863,164.9742,129.6933,177.2914,13.2601,-4184.9569,3.6082,6.074,10.4973,10.4973,5.5354,0.7211,-215.9312,-92.8068,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,15,0.6,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,174.2119,127.1259,161.4501,138.6985,154.1061,167.6664,168.1757,-342.8046,-1817.441,5.0338,4.9097,7.9298,7.9298,4.9596,0.717,-309.9979,-63.685,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,16,0.64,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,,141.5617,158.9562,,140.1744,138.9095,172.2725,,,1.0959,7.3362,5.8795,5.8795,12.033,0.7151,-114.1367,-108.8411,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,17,0.68,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,,134.7163,152.7428,106.682,144.9751,152.8457,172.4501,,,2.5495,3.8203,3.2695,3.2695,13.1758,0.7249,61.3432,-168.9304,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,18,0.72,0,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,86.6159,92.0438,145.4417,87.3077,145.0819,131.4771,,289.2035,15373.0007,5.9715,3.0931,4.2677,4.2677,7.7081,0.7364,213.4624,227.1614,70.6393,3.0507
crop_AJA_PAN_UEL__event_2890ce3558aa4ce9bbc0757281495a6a__t0_37284,19,0.76,1,AJA_PAN_UEL.mp4,2890ce3558aa4ce9bbc0757281495a6a,3,7,1,saved,left,left,138.9509,,170.9157,137.8188,162.0521,163.0191,27.1446,1308.3742,25479.2674,5.2856,6.0979,2.2692,-2.2691,7.2763,0.7161,424.2565,636.8488,70.6393,3.0507
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,0,0.0,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,149.5902,164.4534,160.1613,174.2863,168.6439,2.7228,43.465,498.8598,-8074.0881,5.1987,7.8199,20.3572,20.3572,0.3897,0.8337,-43.5596,210.1528,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,1,0.04,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,169.5446,145.5372,168.5675,151.512,166.9015,,,175.8963,-9771.173,5.1987,7.8199,20.0502,20.0502,1.3278,0.8279,-89.6883,96.212,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,2,0.08,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,163.6619,149.5917,167.8583,132.7129,161.4688,122.9997,161.5289,-282.8341,-4090.8766,0.6423,2.9482,20.3685,20.3685,4.3721,0.8147,-122.2124,29.5036,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,3,0.12,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,146.9178,148.8326,170.9277,159.6141,157.1245,155.8457,128.4861,-151.3739,6350.646,2.6079,0.6591,16.8887,16.8887,3.504,0.8186,-175.482,-187.397,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,4,0.16,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,151.552,146.3233,152.8665,134.0941,147.4302,130.2773,114.6461,225.2176,2917.3493,4.7026,2.1499,22.8872,22.8872,3.2992,0.8028,-250.0153,81.9822,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,5,0.2,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,164.9353,145.352,177.4863,129.8844,137.1233,77.0884,66.2071,82.0141,-6131.8636,6.5977,2.5458,21.0583,21.0583,6.2208,0.7984,-191.1932,221.2229,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,6,0.24,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,158.1131,150.3414,170.5644,141.822,132.1348,,62.5399,-265.3315,-2402.8349,2.9186,1.9768,21.1211,21.1211,5.7625,0.8048,-108.597,-36.4384,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,7,0.28,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,143.7087,146.5778,174.5713,147.3758,128.4355,143.5629,,-110.2127,4777.5388,1.7541,1.0615,21.3526,21.3526,3.5356,0.8192,73.5853,43.6729,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,8,0.32,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,149.2961,166.7395,174.0582,171.7108,138.0216,141.566,35.2027,116.8716,3650.4149,1.2973,5.1061,17.8215,17.8215,4.9343,0.8312,191.6437,7.1405,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,9,0.36,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,153.0585,175.7441,175.1425,159.6803,143.767,147.147,8.238,181.8205,1766.0284,1.9109,4.6897,16.4755,16.4755,1.8252,0.8329,179.62,-397.9912,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,10,0.4,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,163.8417,177.046,142.2189,143.7754,152.3912,139.8331,,258.1539,-102.8013,2.9773,1.8453,16.5261,16.5261,0.6321,0.8276,221.8502,-225.5053,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,11,0.44,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,173.7108,176.3051,157.1021,140.4477,161.515,82.8142,158.386,173.5964,-2941.4614,0.671,2.6234,13.05,13.05,1.5731,0.8218,190.5022,-26.376,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,12,0.48,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,177.7294,164.9572,140.1088,158.6732,167.6314,83.3351,166.8226,22.837,-2276.5859,2.3961,5.8805,12.204,12.2041,8.9863,0.8053,156.0072,86.8734,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,13,0.52,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,,156.1383,164.052,161.2588,173.9956,123.2034,161.0665,,,3.1151,1.9323,9.927,9.927,11.9175,0.8029,113.3715,375.5196,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,14,0.56,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,,106.0305,170.1504,153.5328,176.7011,131.9442,145.1716,,,1.9826,1.295,9.2368,9.2368,15.8064,0.805,-46.6053,105.9801,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,15,0.6,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,171.1544,123.1657,172.5304,154.0601,170.2672,124.9086,160.1732,-71.2655,1526.9693,5.3131,3.6312,8.2143,8.2143,14.5189,0.8031,-265.6679,7.2569,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,16,0.64,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,167.6448,122.6669,170.731,157.4495,155.4477,154.0514,156.5628,82.2596,1336.1784,3.7391,6.9978,5.1305,5.1305,13.0895,0.8074,-398.0507,-273.6952,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,17,0.68,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,177.7351,139.668,150.6348,157.7781,138.4231,152.8257,163.1881,35.6288,-1936.8166,0.5907,8.5429,2.1699,2.1698,14.7372,0.8027,-176.9211,-437.2875,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,18,0.72,0,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,,151.0157,135.748,167.5185,141.294,140.2126,170.0826,,,1.7639,2.6385,3.1753,3.1753,6.3373,0.8066,407.2771,-406.3868,57.9348,-12.5229
crop_AJA_PAN_UEL__event_3ef21f05ec9c449ba204f34934548c52__t0_12987,19,0.76,1,AJA_PAN_UEL.mp4,3ef21f05ec9c449ba204f34934548c52,3,7,1,goal,left,left,163.2551,154.4466,118.1238,156.2123,171.0053,135.0779,167.8604,-181.0003,-2707.864,11.4112,3.3966,0.1824,-0.1834,9.8995,0.8079,742.7826,-440.6036,57.9348,-12.5229
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,0,0.0,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,109.5989,168.372,127.9212,157.098,141.9017,,84.6022,-575.4496,6677.3891,1.7203,3.2503,39.9629,39.9629,11.7619,0.7856,-360.656,-202.8925,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,1,0.04,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,86.5809,155.4944,119.8055,155.6368,127.4754,,88.0524,-308.354,6870.7883,1.7203,3.2503,40.6174,40.6174,19.0224,0.7887,-332.2056,-147.121,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,2,0.08,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,84.9306,132.389,116.1516,153.913,115.3252,,99.9938,-25.7865,6362.5515,2.8632,3.7133,42.2784,42.2784,10.55,0.784,-257.4142,221.9439,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,3,0.12,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,84.518,118.4391,137.5611,136.2489,106.8823,,,200.6501,5809.8841,1.0196,2.9061,42.5582,42.5582,6.737,0.7943,-152.8599,186.0508,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,4,0.16,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,100.9826,140.3602,131.0356,132.7076,103.0965,,122.4749,439.0042,2130.4309,5.9009,2.932,42.973,42.973,5.6977,0.8002,-8.1848,-102.4895,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,5,0.2,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,119.6383,143.7581,129.3619,167.9421,106.2275,,92.1439,371.0846,-5859.2236,4.7383,2.6958,42.4365,42.4365,18.4214,0.8079,2.4817,-75.9765,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,6,0.24,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,130.6693,146.6986,124.9575,161.1326,103.295,,96.7393,-29.7337,-2332.7541,4.331,2.9896,44.0655,44.0655,17.8472,0.8135,105.6379,-123.6266,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,7,0.28,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,117.2596,141.3012,119.4718,121.5387,114.6786,,97.8192,184.4643,3959.1718,6.7284,3.7847,43.0614,43.0614,37.5803,0.8166,167.368,42.1653,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,8,0.32,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,145.4265,151.9522,128.3307,144.3551,116.6844,,87.9324,287.0001,-1804.0228,6.183,0.8068,43.8554,43.8554,52.8076,0.8256,69.0483,55.1256,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,9,0.36,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,140.2196,147.7365,123.8818,126.1534,120.2024,,,40.1424,-215.4136,2.8839,1.2446,43.2548,43.2548,34.6313,0.8382,229.0102,-369.7695,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,10,0.4,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,148.6379,133.2957,98.7492,119.4869,135.0052,,90.3677,269.767,2979.126,0.5305,1.0297,43.4652,43.4652,19.5422,0.8402,370.3012,32.9179,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,11,0.44,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,161.801,110.2728,126.5152,142.3605,149.8265,,102.1049,278.4725,-1729.3835,7.611,2.8136,42.2466,42.2466,7.5189,0.8468,339.3835,535.219,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,12,0.48,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,170.9157,124.1687,141.5667,147.4594,162.1559,,107.2192,131.4163,-6747.303,3.6966,2.1253,43.2883,43.2883,20.8085,0.8432,324.9088,221.8424,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,13,0.52,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,172.3143,117.9,144.2626,157.6242,175.8192,,121.7992,-261.3117,-9031.6629,4.3629,1.1912,42.5047,42.5047,20.9373,0.8473,130.5335,200.1139,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,14,0.56,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,150.0107,130.3201,157.5758,162.0027,,,142.8143,-591.1167,3566.2317,6.4872,7.3392,37.3379,37.3378,92.4466,0.8457,,68.5326,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,15,0.6,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,125.025,138.2693,149.7452,166.4265,169.378,,141.9244,23.9868,9540.6336,6.2959,8.9444,30.202,30.202,110.7653,0.8506,-704.961,-103.8517,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,16,0.64,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,151.9297,153.8748,149.2677,151.5892,116.2017,,166.7484,172.134,-1024.85,28.8345,2.7704,26.8129,26.8129,11.8274,0.8435,-647.4511,-361.7768,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,17,0.68,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,,167.4597,120.8031,151.762,117.5819,,167.3613,,,10.4578,7.1975,19.2016,19.2016,1.9683,0.8277,-102.4639,-142.8955,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,18,0.72,0,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,125.6617,157.9691,137.836,147.8354,108.0046,,160.0755,-288.1363,-2374.0166,7.9343,10.5553,21.0816,21.0816,6.3471,0.8159,-547.9331,-193.9765,151.9305,-26.2821
crop_AJA_PAN_UEL__event_c0a4515612d247faba1b9da3b5e3cf4f__t0_36131,19,0.76,1,AJA_PAN_UEL.mp4,c0a4515612d247faba1b9da3b5e3cf4f,3,Out,0,out,right,right,115.7448,172.5845,105.285,123.9149,73.7473,4.8772,149.676,-247.9225,1005.3456,5.4533,14.6213,24.5005,24.5005,2.0383,0.8316,-856.4341,-813.7764,151.9305,-26.2821
crop_AJA_PAN_UEL__event_f26a1491a6d14160a51ddb39e4bf7571__t0_35140,0,0.0,0,AJA_PAN_UEL.mp4,f26a1491a6d14160a51ddb39e4bf7571,3,6,1,saved,left,left,,163.6516,,,165.6164,164.7648,,,,0.3037,2.8368,15.2667,15.2667,5.7423,0.8935,-29.1878,,72.1531,2.4315
crop_AJA_PAN_UEL__event_f26a1491a6d14160a51ddb39e4bf7571__t0_35140,1,0.04,0,AJA_PAN_UEL.mp4,f26a1491a6d14160a51ddb39e4bf7571,3,6,1,saved,left,left,173.9128,165.4594,,176.6377,164.4489,,,-85.2547,-1823.2012,0.3037,2.8368,14.3079,14.3079,5.2503,0.8738,-15.5243,,72.1531,2.4315
crop_AJA_PAN_UEL__event_f26a1491a6d14160a51ddb39e4bf7571__t0_35140,2,0.08,0,AJA_PAN_UEL.mp4,f26a1491a6d14160a51ddb39e4bf7571,3,6,1,saved,left,left,167.0925,164.9884,175.1991,166.3968,164.3745,90.8589,175.185,-231.1108,-1955.3065,0.3507,3.2175,13.3423,13.3422,3.7548,0.867,-101.9548,7.3143,72.1531,2.4315
crop_AJA_PAN_UEL__event_f26a1491a6d14160a51ddb39e4bf7571__t0_35140,3,0.12,0,AJA_PAN_UEL.mp4,f26a1491a6d14160a51ddb39e4bf7571,3,6,1,saved,left,left,155.424,162.2117,175.7842,150.9119,156.2925,108.4333,166.7158,-241.6792,3355.4149,1.5561,3.3426,14.8548,14.8548,2.8015,0.8621,-172.7205,17.4221,72.1531,2.4315
crop_AJA_PAN_UEL__event_f26a1491a6d14160a51ddb39e4bf7571__t0_35140,4,0.16,0,AJA_PAN_UEL.mp4,f26a1491a6d14160a51ddb39e4bf7571,3,6,1,saved,left,left,147.7581,158.0286,,139.3102,150.5569,106.4074,147.5461,37.3224,5323.2551,1.1699,0.5041,16.1443,16.1443,5.2721,0.8587,-84.9417,,72.1531,2.4315
crop_AJA_PAN_UEL__event_f26a1491a6d14160a51ddb39e4bf7571__t0_35140,5,0.2,0,AJA_PAN_UEL.mp4,f26a1491a6d14160a51ddb39e4bf7571,3,6,1,saved,left,left,158.4098,160.3009,177.4015,134.7503,149.4972,97.5326,139.4016,184.1812,680.4013,2.2533,0.4629,15.9725,15.9725,3.7741,0.8647,-27.9787,-19.5782,72.1531,2.4315
crop_AJA_PAN_UEL__event_f26a1491a6d14160a51ddb39e4bf7571__t0_35140,6,0.24,0,AJA_PAN_UEL.mp4,f26a1491a6d14160a51ddb39e4bf7571,3,6,1,saved,left,left,162.4926,166.1409,175.0266,138.5439,148.3186,91.2732,111.5116,91.7545,-1164.3791,0.9858,2.0151,16.7487,16.7487,4.2932,0.8631,-49.8533,-128.3957,72.1531,2.4315
crop_AJA_PAN_UEL__event_f26a1491a6d14160a51ddb39e4bf7571__t0_35140,7,0.28,0,AJA_PAN_UEL.mp4,f26a1491a6d14160a51ddb39e4bf7571,3,6,1,saved,left,left,165.7501,174.9028,167.1298,,145.5089,93.028,109.0201,91.0309,88.8133,1.9259,5.3409,17.4288,17.4288,0.2874,0.8675,-10.1175,-168.858,72.1531,2.4315
crop_AJA_PAN_UEL__event_f26a1491a6d14160a51ddb39e4bf7571__t0_35140,8,0.32,0,AJA_PAN_UEL.mp4,f26a1491a6d14160a51ddb39e4bf7571,3,6,1,saved,left,left,169.7751,177.2184,161.518,,147.5092,100.0739,134.8294,98.8596,-250.7234,0.3169,0.544,16.6239,16.6239,0.445,0.8654,141.8373,-99.2496,72.1531,2.4315
