clip_id,frame,time_sec,is_contact_frame,video_name,event_id,camera_angle,target_zone,gk_guessed,outcome,foot_used,kicking_leg,kick_knee_angle,supp_knee_angle,kick_ankle_angle,supp_ankle_angle,kick_hip_angle,left_elbow_angle,right_elbow_angle,kick_angular_vel,kick_angular_accel,kick_foot_speed_ms,running_speed_kmh,trunk_inclination,lateral_trunk_lean,torso_torsion_angle,mean_visibility_score,kick_hip_angular_vel,kick_ankle_angular_vel,support_foot_x,support_foot_y
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,7,0.28,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,148.932,149.0462,162.6209,158.2912,162.9242,153.9671,169.2879,-406.3918,-2013.2655,2.8011,1.6681,12.4675,12.4675,14.9213,0.936,-156.3435,-283.5969,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,8,0.32,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,,151.667,,139.5725,157.3579,157.0685,175.4029,,,1.8268,1.4202,11.5184,11.5185,14.8165,0.9055,-128.4609,,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,9,0.36,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,104.3093,152.3284,105.7495,177.0083,152.6473,161.9211,,-348.0,1251.1879,0.3024,1.6893,9.8983,9.8983,15.3572,0.8893,-86.2911,-42.3879,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,10,0.4,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,98.7807,152.0975,130.7941,129.1174,150.4546,172.9455,175.1629,-277.1008,889.1076,2.7741,1.4835,8.0451,8.0451,16.603,0.8791,-6.5033,182.052,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,11,0.44,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,82.1413,149.8743,120.3136,116.4832,152.1271,177.1306,172.9337,-276.8714,3574.2748,1.7225,0.6825,7.0412,7.0412,21.2273,0.8725,19.2015,-181.4196,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,12,0.48,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,76.631,150.683,116.2806,118.5025,151.9907,,171.2252,8.8411,5963.9311,0.5603,0.7956,5.7556,5.7556,23.5087,0.871,-34.8064,192.7876,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,13,0.52,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,82.8485,152.494,135.7366,118.7138,149.3425,175.0665,169.0871,200.2431,1807.2224,2.5167,1.0008,2.6728,2.6728,24.8977,0.8761,-31.6214,220.4369,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,14,0.56,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,92.6504,147.1643,133.9155,115.6236,149.461,167.7744,167.2958,153.4189,582.819,1.2885,1.3118,0.214,-0.2139,26.6806,0.8804,47.0634,31.868,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,15,0.6,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,95.1221,138.0092,138.2861,116.4323,153.1076,150.1771,165.5532,246.8686,5745.8282,0.9093,1.2328,2.0871,-2.0871,25.2203,0.8816,91.5514,191.6204,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,16,0.64,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,112.3999,127.299,149.2452,112.6042,156.7851,93.839,161.2927,613.0852,4712.3301,3.5814,0.6652,3.6153,-3.6153,23.5893,0.8812,-3.9238,366.0797,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,17,0.68,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,144.1689,120.6026,167.5724,117.671,152.7937,64.2076,159.8201,623.855,-4243.1331,3.7744,0.1847,6.7294,-6.7294,20.9283,0.8818,-50.9533,292.9493,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,18,0.72,0,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,162.3083,133.334,172.6811,114.4432,152.7088,66.1531,155.566,273.6345,-6625.8979,3.5218,2.0754,10.808,-10.808,15.6953,0.878,204.6963,-10.9201,169.9576,45.2726
crop_RAN_CEL_CUP__event_66effa92184f439cad75189c45d002c2__t0_9163,19,0.76,1,RAN_CEL_CUP.mp4,66effa92184f439cad75189c45d002c2,3,Out,0,out,right,right,166.0596,139.3199,166.6988,117.2413,169.1694,64.9992,150.3956,93.7832,-4496.2835,4.3079,6.8531,11.8043,-11.8043,16.9561,0.8684,411.5143,-149.5567,169.9576,45.2726
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,0,0.0,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,163.1204,118.2014,110.9266,123.7592,,125.7596,154.5116,-9.3079,286.2883,0.4836,1.0325,19.5704,19.5704,19.971,0.9822,,223.4167,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,1,0.04,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,162.7481,119.8896,119.8632,126.5379,,132.1582,155.1742,2.1437,-522.6779,0.4836,1.0325,18.6391,18.6391,21.7296,0.9779,,216.6826,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,2,0.08,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,163.2919,126.3665,128.2612,125.1153,170.7979,146.9016,155.4596,-51.1221,-2518.4131,0.6945,2.7193,15.6986,15.6986,16.3701,0.9707,-69.9938,124.5255,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,3,0.12,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,158.6583,133.2283,129.8253,122.0176,165.1983,169.1039,156.0947,-199.3294,-2266.0589,1.1034,2.2836,12.9275,12.9275,12.8072,0.966,-72.9248,-55.21,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,4,0.16,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,147.3455,139.9697,123.8444,120.316,164.9639,177.1106,157.9868,-232.4068,308.4421,1.3265,2.4756,10.2961,10.2961,11.7321,0.9631,-37.174,-65.4729,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,5,0.2,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,140.0658,146.6604,124.5875,119.3521,162.2244,167.2637,158.1665,-174.654,-1963.6142,1.2686,2.3078,7.6486,7.6486,6.2496,0.963,-100.0061,1.0983,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,6,0.24,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,133.3732,153.9259,123.9322,114.6746,156.9634,156.6314,158.1198,-389.4959,-1625.1981,2.0006,2.9247,4.4201,4.4201,1.8605,0.9605,71.8155,0.7293,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,7,0.28,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,108.9061,162.644,124.6458,108.6488,167.9697,146.3564,160.8854,-304.6699,3582.0317,1.7977,3.1221,1.939,1.9389,1.6498,0.9599,3.5151,43.5304,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,8,0.32,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,108.9996,171.4485,127.4147,97.4839,157.2446,136.7614,159.1801,-102.9334,1099.4434,1.4666,1.4117,0.6676,-0.6677,4.4392,0.9607,-110.0773,236.8427,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,9,0.36,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,100.6714,175.56,143.5932,88.172,159.1635,121.6415,157.043,-216.7144,-4257.5228,1.2283,2.3876,2.9443,-2.9443,8.6111,0.9599,128.4824,443.4097,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,10,0.4,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,91.6625,,162.8875,84.6193,167.5232,110.2763,154.2921,-443.5352,-2535.1244,2.0786,0.7046,5.2063,-5.2063,11.7867,0.9528,166.5228,336.7603,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,11,0.44,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,65.1886,,170.534,84.8984,172.4853,108.5566,156.2444,-419.5243,4419.7375,1.6292,1.3917,8.3762,-8.3762,16.1706,0.9481,31.7396,-9.2623,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,12,0.48,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,58.1005,177.0415,162.1465,89.4205,170.0623,105.2625,155.1182,-89.9562,6584.9686,2.14,0.6804,9.8178,-9.8178,22.3268,0.9422,-50.3418,-208.6012,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,13,0.52,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,57.9921,176.9272,153.8459,111.3548,168.458,87.0451,154.8254,107.2731,5234.071,1.8744,0.6458,12.1945,-12.1945,23.1307,0.9317,-17.9678,-812.6727,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,14,0.56,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,66.6824,172.2966,97.1327,131.705,168.6249,56.3658,148.7136,328.7694,6307.9005,4.7039,1.6361,14.7035,-14.7035,27.9998,0.9154,-155.3431,-731.4325,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,15,0.6,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,84.2937,171.1427,95.3313,133.1694,156.0305,23.9035,150.3088,611.9052,2985.5758,4.0238,3.8782,13.8349,-13.8349,32.2502,0.8988,-248.2944,434.5307,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,16,0.64,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,115.6348,170.5224,131.8951,144.6379,148.7614,57.5142,153.1199,567.6155,-3599.9525,3.58,3.5974,12.9614,-12.9614,38.1208,0.8803,-153.0508,337.5771,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,17,0.68,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,129.7029,168.8865,122.3375,146.3331,143.7865,68.9285,152.7272,323.909,-2757.0271,4.5067,3.5573,11.4217,-11.4217,35.4713,0.8702,-136.5532,-136.5396,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,18,0.72,0,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,141.5475,168.8697,120.9719,144.5054,137.8371,,147.6068,347.0533,926.0273,2.5109,5.8498,9.2182,-9.2182,31.3571,0.8651,-93.2669,-155.1868,237.8483,-0.9597
crop_RMA_MCI_UCL__event_73d929fa05dd435aa90df7f0224908f5__t0_9600,19,0.76,1,RMA_MCI_UCL.mp4,73d929fa05dd435aa90df7f0224908f5,0,7,1,saved,right,right,157.4672,166.5247,109.9226,141.0254,136.3251,108.6254,141.708,397.9912,1273.4461,2.1584,4.9977,8.0453,-8.0454,31.7066,0.8599,-37.8002,-276.2346,237.8483,-0.9597
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,0,0.0,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,161.8987,163.9009,127.9485,126.0393,,112.8551,174.5638,-37.5778,-1845.2549,0.1315,1.6985,17.9777,17.9777,4.887,0.8865,,226.7389,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,1,0.04,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,160.3956,166.9741,137.0181,135.2887,,117.2916,,-111.388,-1575.3984,0.1315,1.6985,20.7822,20.7821,3.2976,0.8863,,233.0895,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,2,0.08,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,152.9877,166.0302,146.5957,140.3709,175.0241,115.6129,,-163.6097,-2505.2595,0.2389,2.7562,21.1952,21.1952,3.4066,0.8825,24.6336,200.7553,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,3,0.12,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,147.3068,166.7555,153.0785,146.3966,176.9948,113.8091,,-311.8088,-2538.5535,0.8968,3.9957,18.6692,18.6692,4.1036,0.8804,-154.7529,-14.9334,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,4,0.16,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,128.043,154.0821,145.401,133.5704,162.6439,112.1356,177.993,-366.694,3316.0591,2.2799,2.9949,18.4939,18.4939,3.3996,0.876,-274.0929,-595.8001,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,5,0.2,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,117.9713,150.6516,105.4145,109.4544,155.0674,113.8302,175.2559,-46.524,5756.7132,3.5546,0.501,18.539,18.539,1.0262,0.8623,-183.8839,-244.3779,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,6,0.24,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,124.321,152.2475,125.8508,116.6704,147.9332,138.2348,172.6564,93.8431,1413.722,3.9982,1.0908,17.579,17.579,0.6097,0.8582,-222.9549,361.9313,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,7,0.28,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,125.4788,162.1135,134.369,135.1559,137.231,151.3471,171.4917,66.5737,-320.3142,3.3321,1.3715,16.6848,16.6848,2.3197,0.8555,-135.3312,65.1178,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,8,0.32,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,129.6469,164.3523,131.0602,157.8456,137.1067,116.6081,167.1034,68.2179,997.9606,1.7913,2.528,15.2088,15.2088,2.5593,0.854,54.53,-45.5086,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,9,0.36,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,130.9362,161.2318,130.7283,153.0842,141.5934,112.6077,167.2193,146.4106,1445.9097,0.6023,2.0579,14.9915,14.9916,1.9021,0.8478,215.012,-33.9539,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,10,0.4,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,141.3598,125.7869,128.3439,132.5259,154.3076,106.2583,170.1681,183.8907,-1955.6451,1.7898,1.5177,13.7793,13.7793,0.0713,0.8427,195.4819,141.0595,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,11,0.44,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,145.6474,132.0165,142.013,150.3999,157.2319,96.7681,171.2492,-10.041,-871.3961,1.2821,0.9336,14.4278,14.4278,0.4829,0.8358,118.5671,-42.259,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,12,0.48,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,140.5565,145.9945,124.9632,151.6358,163.793,87.8026,172.379,114.179,-54.0972,2.7671,0.8306,13.9715,13.9715,1.2738,0.8343,155.598,-2.4549,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,13,0.52,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,154.7818,169.382,141.8167,171.9376,,117.0721,168.3549,-14.3688,-11709.5494,2.0705,1.2839,12.1569,12.1569,1.1744,0.8416,,205.3982,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,14,0.56,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,139.407,173.3156,141.395,169.7619,175.5665,156.1732,167.2798,-822.5849,-14107.0032,3.2155,2.3856,7.0427,7.0428,0.8607,0.8499,78.362,-90.6061,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,15,0.6,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,88.975,174.7563,134.5682,163.628,175.9487,174.193,172.5641,-1142.9291,799.0617,6.4493,5.9442,0.0,-0.0018,14.5318,0.8604,-111.9331,117.3834,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,16,0.64,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,47.9727,174.869,150.7857,162.2034,166.6119,,169.2552,-758.66,21354.8252,4.3497,7.2097,7.0468,-7.0469,13.9969,0.8533,-225.7734,113.7571,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,17,0.68,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,28.2822,176.4527,143.6687,153.4694,157.8869,,176.0292,565.4569,23162.2072,5.2423,3.1623,11.8048,-11.8048,25.5296,0.8487,-32.5569,-70.1141,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,18,0.72,0,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,,176.1624,145.1765,154.2871,164.0073,5.7731,164.0668,,,13.8495,3.3789,17.1415,-17.1415,27.141,0.8485,-133.6586,-143.6436,299.1626,31.1972
crop_WHU_BRE_FAC__event_553c56345d444425a353fc8422dae780__t0_3214,19,0.76,1,WHU_BRE_FAC.mp4,553c56345d444425a353fc8422dae780,0,1,0,goal,right,right,158.1363,171.7161,132.1772,162.8898,147.1942,,137.4393,1623.1762,13221.4913,5.8951,12.9469,9.6838,-9.6838,22.2453,0.8446,-420.3289,-324.9825,299.1626,31.1972
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,0,0.0,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,,171.817,165.4875,174.0722,172.8677,,,,,1.3109,1.0705,7.7932,-7.7932,10.0635,0.742,21.3295,237.4702,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,1,0.04,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,,174.8114,174.9863,140.558,173.7209,,,,,1.3109,1.0705,7.339,-7.339,9.5569,0.7401,26.2844,120.726,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,2,0.08,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,177.7608,172.9587,175.1455,147.6236,174.9705,,,-9.4007,-94.9264,0.9246,0.9475,6.8958,-6.8958,10.1696,0.7397,33.9363,-34.3586,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,3,0.12,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,177.0087,173.5415,172.2376,159.6493,176.4358,,,-16.9949,-17.9696,0.1949,0.9489,6.5197,-6.5197,10.0773,0.7373,14.395,-0.1734,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,4,0.16,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,176.4012,171.6486,175.1317,163.4791,,,,-10.8383,259.285,0.8542,1.2208,5.9174,-5.9173,10.0234,0.7324,,58.5754,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,5,0.2,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,176.1416,169.0463,176.9236,158.1528,175.8083,,,3.7479,176.0626,1.2956,1.3021,5.2237,-5.2237,10.0906,0.7287,-22.176,26.9953,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,6,0.24,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,,166.2374,177.2913,166.6873,174.348,,,,,1.3384,1.358,5.2393,-5.2393,11.1096,0.7305,-72.1422,-23.8052,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,7,0.28,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,177.2604,168.9447,175.0192,172.6474,170.0369,,,2.7454,-132.314,2.3431,2.1202,4.9941,-4.9941,10.121,0.7275,-96.4443,-31.9433,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,8,0.32,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,,169.8897,174.7358,163.997,166.6324,,,,,1.2223,1.6472,4.4415,-4.4415,11.6638,0.7255,-63.3272,-141.7915,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,9,0.36,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,176.5809,171.4015,163.6759,149.0027,164.9708,,,-17.4223,83.1997,2.861,1.3303,5.0227,-5.0226,10.4427,0.7379,-50.4349,-166.5829,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,10,0.4,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,175.5269,170.4221,161.4092,128.5835,162.5976,102.976,,-0.6824,-361.0826,0.6734,1.3403,4.8074,-4.8074,10.6852,0.7457,-97.4922,-91.7416,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,11,0.44,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,176.5263,170.7161,156.3365,77.1405,157.1714,103.4396,,-46.3089,-506.6109,1.2344,2.1245,4.1674,-4.1674,10.4257,0.7541,-85.3163,70.4914,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,12,0.48,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,171.8222,173.1921,167.0485,106.4195,155.7723,110.0133,,-41.2113,679.7862,0.1378,2.0412,3.4539,-3.4539,10.6515,0.7613,-26.8646,129.4687,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,13,0.52,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,173.2294,175.7719,166.694,141.9176,155.0222,113.0034,,8.074,-865.2854,0.9771,1.2147,3.1664,-3.1664,8.5981,0.7725,20.5656,-29.6711,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,14,0.56,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,172.4681,174.5302,164.6748,124.7105,157.4176,116.3617,,-110.4342,-5178.7066,0.5459,1.0999,2.6495,-2.6496,7.9898,0.7862,8.2373,-206.6772,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,15,0.6,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,164.3947,174.611,150.1599,128.8935,155.6812,121.382,,-406.2225,-3592.6652,2.396,0.5563,2.4478,-2.4478,7.709,0.7975,-57.2014,-38.2212,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,16,0.64,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,139.9703,,161.6171,172.3145,152.8415,126.8545,166.9433,-397.8474,2757.0271,5.1971,0.1598,1.7217,-1.7215,7.8471,0.8082,-90.366,-186.3447,-148.9101,-21.6866
crop_WHU_BRE_FAC__event_677798ab842b425582f450df5d7e60a5__t0_6671,17,0.68,0,WHU_BRE_FAC.mp4,677798ab842b425582f450df5d7e60a5,1,3,1,goal,right,right,132.5669,,135.2523,160.8307,148.4519,134.4348,174.2507,-185.6604,3464.9765,0.8384,0.1739,1.1787,-1.1786,6.5353,0.8222,-124.0894,-357.3896,-148.9101,-21.6866
